CBOP,Suburb,Population
Vietnam,Blakehurst,30.0
Vietnam,Blaxland (NSW),9.0
Vietnam,Blaxlands Ridge,0.0
Vietnam,Bligh Park,5.0
Vietnam,Blue Bay,0.0
Vietnam,Blue Haven,7.0
Vietnam,Bondi,16.0
Vietnam,Bondi Beach,5.0
Vietnam,Bondi Junction,34.0
Vietnam,Bonnet Bay,0.0
Vietnam,Bonnyrigg,1727.0
Vietnam,Bonnyrigg Heights,852.0
Vietnam,Booker Bay,0.0
Vietnam,Bossley Park,570.0
Vietnam,Botany,34.0
Vietnam,Bouddi,0.0
Vietnam,Bow Bowing,13.0
Vietnam,Bowen Mountain,0.0
Vietnam,Box Hill (NSW),0.0
Vietnam,Bradbury (NSW),29.0
Vietnam,Breakfast Point,23.0
Vietnam,Brighton-le-Sands,63.0
Vietnam,Bringelly,16.0
Vietnam,Bronte,8.0
Vietnam,Brooklyn (NSW),3.0
Vietnam,Brookvale,19.0
Vietnam,Brownlow Hill,0.0
Vietnam,Budgewoi,3.0
Vietnam,Buff Point,0.0
Vietnam,Bullaburra,0.0
Vietnam,Bundeena,0.0
Vietnam,Bungarribee,12.0
Vietnam,Burraneer,5.0
Vietnam,Burwood (NSW),439.0
Vietnam,Burwood Heights,14.0
Vietnam,Busby,255.0
Vietnam,Bushells Ridge,0.0
Vietnam,Buxton (NSW),0.0
Vietnam,Cabarita (NSW),15.0
Vietnam,Cabramatta,7599.0
Vietnam,Cabramatta West,2037.0
Vietnam,Caddens,5.0
Vietnam,Calga,0.0
Vietnam,Cambridge Gardens,0.0
Vietnam,Cambridge Park,9.0
Vietnam,Camden,3.0
Vietnam,Camden Park (NSW),0.0
Vietnam,Camden South,0.0
Vietnam,Cammeray,23.0
Vietnam,Campbelltown (NSW),42.0
Vietnam,Camperdown (NSW),67.0
Vietnam,Campsie,978.0
Vietnam,Canada Bay,10.0
Vietnam,Canley Heights,3132.0
Vietnam,Canley Vale,2953.0
Vietnam,Canoelands,0.0
Vietnam,Canterbury (NSW),277.0
Vietnam,Canton Beach,0.0
Vietnam,Caringbah,41.0
Vietnam,Caringbah South,10.0
Vietnam,Carlingford,156.0
Vietnam,Carlton (NSW),66.0
Vietnam,Carnes Hill,58.0
Vietnam,Carramar (NSW),513.0
Vietnam,Carss Park,12.0
Vietnam,Cartwright,140.0
Vietnam,Castle Cove,4.0
Vietnam,Castle Hill (NSW),192.0
Vietnam,Castlecrag,10.0
Vietnam,Castlereagh,0.0
Vietnam,Casula,316.0
Vietnam,Catherine Field,0.0
Vietnam,Cattai,0.0
Vietnam,Cawdor (NSW),0.0
Vietnam,Cecil Hills,351.0
Vietnam,Cecil Park,4.0
Vietnam,Cedar Brush Creek,0.0
Vietnam,Centennial Park (NSW),13.0
Vietnam,Central Colo,0.0
Vietnam,Central Macdonald,0.0
Vietnam,Central Mangrove,0.0
Vietnam,Chain Valley Bay,0.0
Vietnam,Charmhaven,3.0
Vietnam,Chatswood,169.0
Vietnam,Chatswood West,5.0
Vietnam,Cheero Point,0.0
Vietnam,Cheltenham (NSW),12.0
Vietnam,Cherrybrook,76.0
Vietnam,Chester Hill,1268.0
Vietnam,Chifley (NSW),9.0
Vietnam,Chippendale,145.0
Vietnam,Chipping Norton,404.0
Vietnam,Chiswick,6.0
Vietnam,Chittaway Bay,0.0
Vietnam,Chittaway Point,3.0
Vietnam,Church Point,0.0
Vietnam,Claremont Meadows,7.0
Vietnam,Clarendon (NSW),0.0
Vietnam,Clareville,5.0
Vietnam,Claymore,12.0
Vietnam,Clemton Park,19.0
Vietnam,Clontarf (NSW),8.0
Vietnam,Clovelly,0.0
Vietnam,Clyde (NSW),0.0
Vietnam,Coasters Retreat,0.0
Vietnam,Cobbitty,0.0
Vietnam,Cogra Bay,0.0
Vietnam,Colebee,6.0
Vietnam,Collaroy (NSW),3.0
Vietnam,Collaroy Plateau,8.0
Vietnam,Colo (Hawkesbury - NSW),0.0
Vietnam,Colo Heights,0.0
Vietnam,Colyton,14.0
Vietnam,Como (NSW),6.0
Vietnam,Concord,131.0
Vietnam,Concord West,45.0
Vietnam,Condell Park,1088.0
Vietnam,Connells Point,13.0
Vietnam,Constitution Hill,26.0
Vietnam,Coogee (NSW),28.0
Vietnam,Copacabana,5.0
Vietnam,Cornwallis,0.0
Vietnam,Cottage Point,0.0
Vietnam,Couridjah,0.0
Vietnam,Cowan,0.0
Vietnam,Cranebrook,9.0
Vietnam,Cremorne (NSW),22.0
Vietnam,Cremorne Point,4.0
Vietnam,Cromer (NSW),11.0
Vietnam,Cronulla,17.0
Vietnam,Crows Nest (NSW),14.0
Vietnam,Croydon (NSW),196.0
Vietnam,Croydon Park (NSW),145.0
Vietnam,Cumberland Reach,0.0
Vietnam,Curl Curl,0.0
Vietnam,Currans Hill,3.0
Vietnam,Daceyville,12.0
Vietnam,Daleys Point,0.0
Vietnam,Dangar Island,0.0
Vietnam,Darling Point,11.0
Vietnam,Darlinghurst,65.0
Vietnam,Darlington (Sydney - NSW),27.0
Vietnam,Davidson,7.0
Vietnam,Davistown,0.0
Vietnam,Dawes Point,0.0
Vietnam,Dean Park,32.0
Vietnam,Dee Why,95.0
Vietnam,Denham Court,15.0
Vietnam,Denistone,18.0
Vietnam,Denistone East,16.0
Vietnam,Denistone West,7.0
Vietnam,Dharruk,18.0
Vietnam,Dolans Bay,0.0
Vietnam,Dolls Point,5.0
Vietnam,Doonside,54.0
Vietnam,Dooralong,0.0
Vietnam,Double Bay,3.0
Vietnam,Douglas Park,0.0
Vietnam,Dover Heights,9.0
Vietnam,Doyalson,0.0
Vietnam,Doyalson North,0.0
Vietnam,Drummoyne,47.0
Vietnam,Duffys Forest,3.0
Vietnam,Dulwich Hill,298.0
Vietnam,Dundas (NSW),45.0
Vietnam,Dundas Valley,32.0
Vietnam,Dural (Hornsby - NSW),18.0
Vietnam,Durren Durren,0.0
Vietnam,Eagle Vale,29.0
Vietnam,Earlwood,356.0
Vietnam,East Gosford,9.0
Vietnam,East Hills,82.0
Vietnam,East Killara,16.0
Vietnam,East Kurrajong,0.0
Vietnam,East Lindfield,16.0
Vietnam,East Ryde,12.0
Vietnam,Eastern Creek,9.0
Vietnam,Eastgardens,0.0
Vietnam,Eastlakes,27.0
Vietnam,Eastwood (NSW),187.0
Vietnam,Ebenezer (NSW),0.0
Vietnam,Edensor Park,820.0
Vietnam,Edgecliff,12.0
Vietnam,Edmondson Park,42.0
Vietnam,Elanora Heights,3.0
Vietnam,Elderslie (Camden - NSW),3.0
Vietnam,Elizabeth Bay,12.0
Vietnam,Elizabeth Hills,59.0
Vietnam,Ellis Lane,6.0
Vietnam,Elvina Bay,0.0
Vietnam,Emerton,3.0
Vietnam,Empire Bay,0.0
Vietnam,Emu Heights (NSW),0.0
Vietnam,Emu Plains,21.0
Vietnam,Enfield (NSW),43.0
Vietnam,Engadine,13.0
Vietnam,Englorie Park,0.0
Vietnam,Enmore (Inner West - NSW),54.0
Vietnam,Epping (NSW),180.0
Vietnam,Erina,10.0
Vietnam,Erina Heights,0.0
Vietnam,Ermington,60.0
Vietnam,Erskine Park,10.0
Vietnam,Erskineville,69.0
Vietnam,Eschol Park,11.0
Vietnam,Ettalong Beach,0.0
Vietnam,Eveleigh,30.0
Vietnam,Fairfield (NSW),1626.0
Vietnam,Fairfield East,987.0
Vietnam,Fairfield Heights,671.0
Vietnam,Fairfield West,1484.0
Vietnam,Fairlight,5.0
Vietnam,Faulconbridge,0.0
Vietnam,Fernances,0.0
Vietnam,Fiddletown,0.0
Vietnam,Five Dock,65.0
Vietnam,Forest Glen (NSW),0.0
Vietnam,Forest Lodge,30.0
Vietnam,Forestville (NSW),12.0
Vietnam,Forresters Beach,0.0
Vietnam,Fountaindale,0.0
Vietnam,Freemans Reach,7.0
Vietnam,Frenchs Forest,24.0
Vietnam,Freshwater (NSW),8.0
Vietnam,Galston,3.0
Vietnam,Georges Hall,401.0
Vietnam,Gilead,0.0
Vietnam,Girraween (NSW),15.0
Vietnam,Gladesville,72.0
Vietnam,Glebe (NSW),220.0
Vietnam,Gledswood Hills,0.0
Vietnam,Glen Alpine,25.0
Vietnam,Glenbrook,3.0
Vietnam,Glendenning,5.0
Vietnam,Glenfield (NSW),77.0
Vietnam,Glenhaven,13.0
Vietnam,Glenmore (NSW),0.0
Vietnam,Glenmore Park,36.0
Vietnam,Glenning Valley,0.0
Vietnam,Glenorie,6.0
Vietnam,Glenwood (NSW),37.0
Vietnam,Glenworth Valley,0.0
Vietnam,Glossodia,3.0
Vietnam,Gordon (NSW),20.0
Vietnam,Gorokan,3.0
Vietnam,Gosford,9.0
Vietnam,Granville (NSW),279.0
Vietnam,Grasmere,0.0
Vietnam,Grays Point,0.0
Vietnam,Great Mackerel Beach,0.0
Vietnam,Green Point (Central Coast - NSW),23.0
Vietnam,Green Point (Gosford - NSW),0.0
Vietnam,Green Valley (NSW),1113.0
Vietnam,Greenacre,511.0
Vietnam,Greendale (Liverpool - NSW),0.0
Vietnam,Greenfield Park,493.0
Vietnam,Greengrove,0.0
Vietnam,Greenhills Beach,4.0
Vietnam,Greenwich,20.0
Vietnam,Gregory Hills,14.0
Vietnam,Greystanes,123.0
Vietnam,Grose Vale,0.0
Vietnam,Grose Wold,0.0
Vietnam,Guildford (NSW),445.0
Vietnam,Guildford West,62.0
Vietnam,Gunderman,0.0
Vietnam,Gwandalan,0.0
Vietnam,Gymea,13.0
Vietnam,Gymea Bay,8.0
Vietnam,Haberfield,19.0
Vietnam,Halekulani,0.0
Vietnam,Halloran,0.0
Vietnam,Hamlyn Terrace,3.0
Vietnam,Hammondville,19.0
Vietnam,Hardys Bay,0.0
Vietnam,Harrington Park,27.0
Vietnam,Harris Park,29.0
Vietnam,Hassall Grove,15.0
Vietnam,Hawkesbury Heights,0.0
Vietnam,Haymarket,150.0
Vietnam,Hazelbrook,6.0
Vietnam,Heathcote (NSW),3.0
Vietnam,Hebersham,24.0
Vietnam,Heckenberg,310.0
Vietnam,Henley,6.0
Vietnam,Higher Macdonald,0.0
Vietnam,Hillsdale,47.0
Vietnam,Hinchinbrook (NSW),512.0
Vietnam,Hobartville (NSW),0.0
Vietnam,Holgate,0.0
Vietnam,Holroyd,10.0
Vietnam,Holsworthy,25.0
Vietnam,Homebush (NSW),117.0
Vietnam,Homebush West,184.0
Vietnam,Horningsea Park,74.0
Vietnam,Hornsby,138.0
Vietnam,Hornsby Heights,19.0
Vietnam,Horsfield Bay,0.0
Vietnam,Horsley Park,4.0
Vietnam,Hoxton Park,122.0
Vietnam,Hunters Hill,40.0
Vietnam,Huntleys Cove,0.0
Vietnam,Huntleys Point,0.0
Vietnam,Hurlstone Park,94.0
Vietnam,Hurstville,232.0
Vietnam,Hurstville Grove,23.0
Vietnam,Illawong,43.0
Vietnam,Ingleburn,57.0
Vietnam,Ingleside,0.0
Vietnam,Jamisontown,5.0
Vietnam,Jannali,11.0
Vietnam,Jilliby,0.0
Vietnam,Jordan Springs,10.0
Vietnam,Kangaroo Point (NSW),0.0
Vietnam,Kangy Angy,0.0
Vietnam,Kanwal,0.0
Vietnam,Kareela,0.0
Vietnam,Kariong,8.0
Vietnam,Katoomba,19.0
Vietnam,Kearns,4.0
Vietnam,Kellyville,87.0
Vietnam,Kellyville Ridge,13.0
Vietnam,Kemps Creek,20.0
Vietnam,Kensington (NSW),129.0
Vietnam,Kenthurst,0.0
Vietnam,Kentlyn,0.0
Vietnam,Kiar,0.0
Vietnam,Killara (NSW),32.0
Vietnam,Killarney Heights,15.0
Vietnam,Killarney Vale,0.0
Vietnam,Killcare,0.0
Vietnam,Killcare Heights,0.0
Vietnam,Kincumber,5.0
Vietnam,Kincumber South,0.0
Vietnam,Kingfisher Shores,0.0
Vietnam,Kings Langley,17.0
Vietnam,Kings Park (NSW),0.0
Vietnam,Kingsford (NSW),153.0
Vietnam,Kingsgrove,235.0
Vietnam,Kingswood (Penrith - NSW),30.0
Vietnam,Kirkham,0.0
Vietnam,Kirrawee,31.0
Vietnam,Kirribilli,7.0
Vietnam,Kogarah,103.0
Vietnam,Kogarah Bay,8.0
Vietnam,Koolewong,3.0
Vietnam,Ku-Ring-Gai Chase,0.0
Vietnam,Kulnura,0.0
Vietnam,Kurmond,0.0
Vietnam,Kurnell,0.0
Vietnam,Kurraba Point,0.0
Vietnam,Kurrajong,0.0
Vietnam,Kurrajong Heights,0.0
Vietnam,Kurrajong Hills,0.0
Vietnam,Kyeemagh,7.0
Vietnam,Kyle Bay,5.0
Vietnam,La Perouse,0.0
Vietnam,Lake Haven,3.0
Vietnam,Lake Munmorah,0.0
Vietnam,Lakemba,568.0
Vietnam,Lakesland,0.0
Vietnam,Lalor Park,13.0
Vietnam,Lane Cove,42.0
Vietnam,Lane Cove North,50.0
Vietnam,Lane Cove West,0.0
Vietnam,Lansdowne (Canterbury-Bankstown - NSW),10.0
Vietnam,Lansvale,554.0
Vietnam,Lapstone,3.0
Vietnam,Laughtondale,0.0
Vietnam,Lavender Bay,6.0
Vietnam,Lawson (NSW),0.0
Vietnam,Leets Vale,0.0
Vietnam,Leichhardt (NSW),73.0
Vietnam,Lemon Tree,0.0
Vietnam,Leonay,0.0
Vietnam,Leppington,13.0
Vietnam,Lethbridge Park,7.0
Vietnam,Leumeah,51.0
Vietnam,Leura,45.0
Vietnam,Lewisham (NSW),23.0
Vietnam,Liberty Grove,11.0
Vietnam,Lidcombe,1178.0
Vietnam,Lilli Pilli (Sutherland Shire - NSW),0.0
Vietnam,Lilyfield,51.0
Vietnam,Linden (NSW),0.0
Vietnam,Lindfield,47.0
Vietnam,Linley Point,3.0
Vietnam,Lisarow,0.0
Vietnam,Little Bay,12.0
Vietnam,Little Jilliby,0.0
Vietnam,Little Wobby,0.0
Vietnam,Liverpool,691.0
Vietnam,Llandilo,0.0
Vietnam,Loftus,0.0
Vietnam,Londonderry (NSW),4.0
Vietnam,Long Jetty,7.0
Vietnam,Long Point (Campbelltown - NSW),0.0
Vietnam,Longueville,8.0
Vietnam,Lovett Bay,0.0
Vietnam,Lower Macdonald,0.0
Vietnam,Lower Mangrove,0.0
Vietnam,Lower Portland,0.0
Vietnam,Luddenham,0.0
Vietnam,Lugarno,21.0
Vietnam,Lurnea,253.0
Vietnam,Macmasters Beach,0.0
Vietnam,Macquarie Fields,143.0
Vietnam,Macquarie Links,7.0
Vietnam,Macquarie Park,78.0
Vietnam,Magenta (NSW),0.0
Vietnam,Maianbar,0.0
Vietnam,Malabar,45.0
Vietnam,Maldon (NSW),0.0
Vietnam,Mangrove Creek,0.0
Vietnam,Mangrove Mountain,0.0
Vietnam,Manly (NSW),49.0
Vietnam,Manly Vale,7.0
Vietnam,Mannering Park,0.0
Vietnam,Maraylya,0.0
Vietnam,Marayong,9.0
Vietnam,Mardi,9.0
Vietnam,Marlow,0.0
Vietnam,Maroota,0.0
Vietnam,Maroubra,153.0
Vietnam,Marrickville,1584.0
Vietnam,Marsden Park,0.0
Vietnam,Marsfield,115.0
Vietnam,Mascot,101.0
Vietnam,Matcham,0.0
Vietnam,Matraville,49.0
Vietnam,Mays Hill,3.0
Vietnam,McGraths Hill,0.0
Vietnam,McMahons Point,3.0
Vietnam,Meadowbank (NSW),23.0
Vietnam,Medlow Bath,22.0
Vietnam,Megalong Valley,0.0
Vietnam,Mellong,0.0
Vietnam,Melrose Park (NSW),10.0
Vietnam,Menai,27.0
Vietnam,Menangle,0.0
Vietnam,Menangle Park,0.0
Vietnam,Merrylands,436.0
Vietnam,Merrylands West,56.0
Vietnam,Middle Cove,0.0
Vietnam,Middle Dural,0.0
Vietnam,Middleton Grange,91.0
Vietnam,Miller,166.0
Vietnam,Millers Point,7.0
Vietnam,Milperra,48.0
Vietnam,Milsons Passage,0.0
Vietnam,Milsons Point,12.0
Vietnam,Minchinbury,27.0
Vietnam,Minto,55.0
Vietnam,Minto Heights,3.0
Vietnam,Miranda (NSW),40.0
Vietnam,Mona Vale,21.0
Vietnam,Monterey,20.0
Vietnam,Mooney Mooney,0.0
Vietnam,Mooney Mooney Creek,0.0
Vietnam,Moore Park,0.0
Vietnam,Moorebank,279.0
Vietnam,Morning Bay,0.0
Vietnam,Mortdale,37.0
Vietnam,Mortlake (NSW),10.0
Vietnam,Mosman,63.0
Vietnam,Mount Annan,41.0
Vietnam,Mount Colah,21.0
Vietnam,Mount Druitt,52.0
Vietnam,Mount Elliot (NSW),0.0
Vietnam,Mount Hunter,0.0
Vietnam,Mount Irvine,0.0
Vietnam,Mount Kuring-Gai,0.0
Vietnam,Mount Lewis,39.0
Vietnam,Mount Pritchard,1265.0
Vietnam,Mount Riverview,0.0
Vietnam,Mount Tomah,0.0
Vietnam,Mount Vernon,13.0
Vietnam,Mount Victoria,0.0
Vietnam,Mount White,0.0
Vietnam,Mount Wilson,0.0
Vietnam,Mountain Lagoon,0.0
Vietnam,Mowbray Park,0.0
Vietnam,Mulgoa,0.0
Vietnam,Mulgrave (NSW),0.0
Vietnam,Narara,7.0
Vietnam,Narellan,3.0
Vietnam,Narellan Vale,10.0
Vietnam,Naremburn,12.0
Vietnam,Narrabeen,3.0
Vietnam,Narraweena,24.0
Vietnam,Narwee,100.0
Vietnam,Nattai,0.0
Vietnam,Nelson (The Hills Shire - NSW),0.0
Vietnam,Neutral Bay,33.0
Vietnam,Newington (NSW),61.0
Vietnam,Newport (NSW),15.0
Vietnam,Newtown (NSW),124.0
Vietnam,Niagara Park,0.0
Vietnam,Norah Head,0.0
Vietnam,Noraville,9.0
Vietnam,Normanhurst,24.0
Vietnam,North Avoca,0.0
Vietnam,North Balgowlah,8.0
Vietnam,North Bondi,10.0
Vietnam,North Curl Curl,0.0
Vietnam,North Epping,19.0
Vietnam,North Gosford,10.0
Vietnam,North Manly,4.0
Vietnam,North Narrabeen,4.0
Vietnam,North Parramatta,91.0
Vietnam,North Richmond,7.0
Vietnam,North Rocks,57.0
Vietnam,North Ryde,90.0
Vietnam,North St Marys,20.0
Vietnam,North Strathfield,73.0
Vietnam,North Sydney,34.0
Vietnam,North Turramurra,20.0
Vietnam,North Wahroonga,4.0
Vietnam,North Willoughby,9.0
Vietnam,Northbridge (NSW),21.0
Vietnam,Northmead,44.0
Vietnam,Northwood (NSW),7.0
Vietnam,Oakdale (NSW),0.0
Vietnam,Oakhurst (NSW),32.0
Vietnam,Oakville,0.0
Vietnam,Oatlands (NSW),46.0
Vietnam,Oatley,34.0
Vietnam,Old Guildford,57.0
Vietnam,Old Toongabbie,10.0
Vietnam,Oran Park,20.0
Vietnam,Orangeville,0.0
Vietnam,Orchard Hills,0.0
Vietnam,Ourimbah,18.0
Vietnam,Oxford Falls,0.0
Vietnam,Oxley Park,14.0
Vietnam,Oyster Bay,3.0
Vietnam,Paddington (NSW),34.0
Vietnam,Padstow,499.0
Vietnam,Padstow Heights,28.0
Vietnam,Pagewood,13.0
Vietnam,Palm Beach (NSW),0.0
Vietnam,Palm Grove (NSW),0.0
Vietnam,Palmdale (NSW),0.0
Vietnam,Panania,361.0
Vietnam,Parklea,24.0
Vietnam,Parramatta,205.0
Vietnam,Patonga,0.0
Vietnam,Peakhurst,66.0
Vietnam,Peakhurst Heights,3.0
Vietnam,Pearl Beach,3.0
Vietnam,Peats Ridge,0.0
Vietnam,Pemulwuy,26.0
Vietnam,Pendle Hill,31.0
Vietnam,Pennant Hills,35.0
Vietnam,Penrith,33.0
Vietnam,Penshurst (NSW),103.0
Vietnam,Petersham,93.0
Vietnam,Pheasants Nest,0.0
Vietnam,Phegans Bay,0.0
Vietnam,Phillip Bay,0.0
Vietnam,Picketts Valley,0.0
Vietnam,Picnic Point,70.0
Vietnam,Picton (NSW),3.0
Vietnam,Pitt Town,0.0
Vietnam,Pitt Town Bottoms,0.0
Vietnam,Pleasure Point,0.0
Vietnam,Plumpton (NSW),46.0
Vietnam,Point Clare,14.0
Vietnam,Point Frederick,4.0
Vietnam,Point Piper,6.0
Vietnam,Port Hacking,0.0
Vietnam,Potts Hill,68.0
Vietnam,Potts Point,16.0
Vietnam,Prairiewood,230.0
Vietnam,Prestons,274.0
Vietnam,Pretty Beach (Central Coast - NSW),0.0
Vietnam,Prospect (NSW),12.0
Vietnam,Punchbowl (Canterbury-Bankstown - NSW),1073.0
Vietnam,Putney,54.0
Vietnam,Putty,0.0
Vietnam,Pymble,56.0
Vietnam,Pyrmont,139.0
Vietnam,Quakers Hill,52.0
Vietnam,Queens Park (NSW),7.0
Vietnam,Queenscliff (NSW),0.0
Vietnam,Raby,25.0
Vietnam,Ramsgate,6.0
Vietnam,Ramsgate Beach,9.0
Vietnam,Randwick,122.0
Vietnam,Ravensdale,0.0
Vietnam,Razorback,0.0
Vietnam,Redfern,120.0
Vietnam,Regents Park (NSW),426.0
Vietnam,Regentville,0.0
Vietnam,Revesby,659.0
Vietnam,Revesby Heights,17.0
Vietnam,Rhodes,85.0
Vietnam,Richmond (NSW),10.0
Vietnam,Richmond Lowlands,0.0
Vietnam,Riverstone,5.0
Vietnam,Riverview (NSW),3.0
Vietnam,Riverwood,278.0
Vietnam,Rockdale,204.0
Vietnam,Rocky Point (NSW),0.0
Vietnam,Rodd Point,23.0
Vietnam,Rooty Hill,71.0
Vietnam,Ropes Crossing,15.0
Vietnam,Rose Bay (NSW),18.0
Vietnam,Rosebery (NSW),67.0
Vietnam,Rosehill (NSW),19.0
Vietnam,Roselands,203.0
Vietnam,Rosemeadow,105.0
Vietnam,Roseville,40.0
Vietnam,Roseville Chase,6.0
Vietnam,Rossmore (NSW),14.0
Vietnam,Rouse Hill,13.0
Vietnam,Royal National Park,0.0
Vietnam,Rozelle,26.0
Vietnam,Ruse,17.0
Vietnam,Rushcutters Bay,9.0
Vietnam,Russell Lea,31.0
Vietnam,Rydalmere,29.0
Vietnam,Ryde,146.0
Vietnam,Sackville,0.0
Vietnam,Sackville North,0.0
Vietnam,Sadleir,220.0
Vietnam,San Remo (NSW),4.0
Vietnam,Sandringham (NSW),4.0
Vietnam,Sandy Point (NSW),3.0
Vietnam,Sans Souci,49.0
Vietnam,Saratoga,3.0
Vietnam,Scheyville,0.0
Vietnam,Schofields,11.0
Vietnam,Scotland Island,0.0
Vietnam,Seaforth (NSW),12.0
Vietnam,Sefton,815.0
Vietnam,Seven Hills (NSW),76.0
Vietnam,Shalvey,6.0
Vietnam,Shanes Park,0.0
Vietnam,Shelly Beach (NSW),0.0
Vietnam,Silverdale (NSW),0.0
Vietnam,Silverwater (Parramatta - NSW),99.0
Vietnam,Singletons Mill,0.0
Vietnam,Smeaton Grange,0.0
Vietnam,Smithfield (NSW),719.0
Vietnam,Somersby,0.0
Vietnam,South Coogee,26.0
Vietnam,South Granville,85.0
Vietnam,South Hurstville,43.0
Vietnam,South Maroota,0.0
Vietnam,South Penrith,24.0
Vietnam,South Turramurra,10.0
Vietnam,South Wentworthville,30.0
Vietnam,South Windsor,11.0
Vietnam,Spencer,0.0
Vietnam,Spring Farm (NSW),9.0
Vietnam,Springfield (Central Coast - NSW),3.0
Vietnam,Springwood (NSW),8.0
Vietnam,St Albans (NSW),0.0
Vietnam,St Andrews (NSW),20.0
Vietnam,St Clair (Penrith - NSW),54.0
Vietnam,St Helens Park,38.0
Vietnam,St Huberts Island,0.0
Vietnam,St Ives (NSW),46.0
Vietnam,St Ives Chase,9.0
Vietnam,St Johns Park,1076.0
Vietnam,St Leonards (NSW),30.0
Vietnam,St Marys (NSW),35.0
Vietnam,St Peters (NSW),39.0
Vietnam,Stanhope Gardens,22.0
Vietnam,Stanmore (NSW),85.0
Vietnam,Strathfield (NSW),703.0
Vietnam,Strathfield South,55.0
Vietnam,Summer Hill (Inner West - NSW),63.0
Vietnam,Summerland Point,0.0
Vietnam,Sun Valley (NSW),0.0
Vietnam,Surry Hills,159.0
Vietnam,Sutherland (NSW),38.0
Vietnam,Sydenham (NSW),59.0
Vietnam,Sydney,266.0
Vietnam,Sydney Olympic Park,5.0
Vietnam,Sylvania,16.0
Vietnam,Sylvania Waters,23.0
Vietnam,Tacoma,0.0
Vietnam,Tacoma South,0.0
Vietnam,Tahmoor,6.0
Vietnam,Tamarama,4.0
Vietnam,Taren Point,4.0
Vietnam,Tascott,0.0
Vietnam,Telopea,45.0
Vietnam,Tempe,134.0
Vietnam,Tennyson (NSW),0.0
Vietnam,Tennyson Point,10.0
Vietnam,Terrey Hills,3.0
Vietnam,Terrigal,5.0
Vietnam,The Entrance,14.0
Vietnam,The Entrance North,3.0
Vietnam,The Oaks,4.0
Vietnam,The Ponds,25.0
Vietnam,The Rocks (Sydney - NSW),4.0
Vietnam,The Slopes,0.0
Vietnam,Theresa Park,0.0
Vietnam,Thirlmere,5.0
Vietnam,Thornleigh,18.0
Vietnam,Toongabbie (NSW),64.0
Vietnam,Toowoon Bay,0.0
Vietnam,Toukley,5.0
Vietnam,Tregear,8.0
Vietnam,Tuggerah,0.0
Vietnam,Tuggerawong,0.0
Vietnam,Tumbi Umbi,0.0
Vietnam,Turramurra,40.0
Vietnam,Turrella,57.0
Vietnam,Ultimo,157.0
Vietnam,Umina Beach,10.0
Vietnam,Upper Colo,0.0
Vietnam,Upper Macdonald,0.0
Vietnam,Valley Heights,0.0
Vietnam,Varroville,0.0
Vietnam,Vaucluse,16.0
Vietnam,Villawood,830.0
Vietnam,Vineyard,3.0
Vietnam,Voyager Point,21.0
Vietnam,Wadalba,0.0
Vietnam,Wagstaffe,0.0
Vietnam,Wahroonga,48.0
Vietnam,Waitara,29.0
Vietnam,Wakeley,620.0
Vietnam,Wallacia,6.0
Vietnam,Wallarah,0.0
Vietnam,Wamberal,3.0
Vietnam,Wareemba,3.0
Vietnam,Warnervale,0.0
Vietnam,Warragamba,0.0
Vietnam,Warrawee,8.0
Vietnam,Warriewood,18.0
Vietnam,Warrimoo,0.0
Vietnam,Warwick Farm,283.0
Vietnam,Watanobbi,5.0
Vietnam,Waterfall,0.0
Vietnam,Waterloo (NSW),155.0
Vietnam,Watsons Bay,0.0
Vietnam,Wattle Grove (NSW),64.0
Vietnam,Waverley (NSW),0.0
Vietnam,Waverton,8.0
Vietnam,Webbs Creek,0.0
Vietnam,Wedderburn (NSW),0.0
Vietnam,Wendoree Park,0.0
Vietnam,Wentworth Falls,5.0
Vietnam,Wentworth Point,42.0
Vietnam,Wentworthville,56.0
Vietnam,Werombi,0.0
Vietnam,Werrington,15.0
Vietnam,Werrington County,0.0
Vietnam,Werrington Downs,8.0
Vietnam,West Gosford,3.0
Vietnam,West Hoxton,159.0
Vietnam,West Pennant Hills,81.0
Vietnam,West Pymble,21.0
Vietnam,West Ryde,139.0
Vietnam,Westleigh,8.0
Vietnam,Westmead,71.0
Vietnam,Wetherill Park,204.0
Vietnam,Whalan,13.0
Vietnam,Whale Beach,5.0
Vietnam,Wheeler Heights,5.0
Vietnam,Wheeny Creek,0.0
Vietnam,Wilberforce (NSW),0.0
Vietnam,Wiley Park,363.0
Vietnam,Willmot,0.0
Vietnam,Willoughby (NSW),34.0
Vietnam,Willoughby East,4.0
Vietnam,Wilton (NSW),0.0
Vietnam,Windsor (NSW),4.0
Vietnam,Windsor Downs,0.0
Vietnam,Winmalee,3.0
Vietnam,Winston Hills,25.0
Vietnam,Wisemans Ferry,0.0
Vietnam,Wolli Creek,80.0
Vietnam,Wollstonecraft,32.0
Vietnam,Wondabyne,0.0
Vietnam,Woodbine (NSW),9.0
Vietnam,Woodcroft (NSW),49.0
Vietnam,Woodford (NSW),0.0
Vietnam,Woodpark,12.0
Vietnam,Woollahra,20.0
Vietnam,Woolloomooloo,60.0
Vietnam,Woolooware,6.0
Vietnam,Woolwich,0.0
Vietnam,Woongarrah,7.0
Vietnam,Woronora,0.0
Vietnam,Woronora Heights,0.0
Vietnam,Woy Woy,21.0
Vietnam,Woy Woy Bay,0.0
