CBOP,Suburb,Population
New Zealand,Bow Bowing,42.0
New Zealand,Bowen Mountain,27.0
New Zealand,Box Hill (NSW),10.0
New Zealand,Bradbury (NSW),253.0
New Zealand,Breakfast Point,57.0
New Zealand,Brighton-le-Sands,150.0
New Zealand,Bringelly,21.0
New Zealand,Bronte,171.0
New Zealand,Brooklyn (NSW),17.0
New Zealand,Brookvale,108.0
New Zealand,Brownlow Hill,12.0
New Zealand,Budgewoi,52.0
New Zealand,Buff Point,46.0
New Zealand,Bullaburra,14.0
New Zealand,Bundeena,45.0
New Zealand,Bungarribee,45.0
New Zealand,Burraneer,50.0
New Zealand,Burwood (NSW),147.0
New Zealand,Burwood Heights,12.0
New Zealand,Busby,82.0
New Zealand,Bushells Ridge,0.0
New Zealand,Buxton (NSW),20.0
New Zealand,Cabarita (NSW),17.0
New Zealand,Cabramatta,274.0
New Zealand,Cabramatta West,126.0
New Zealand,Caddens,9.0
New Zealand,Calga,0.0
New Zealand,Cambridge Gardens,47.0
New Zealand,Cambridge Park,130.0
New Zealand,Camden,55.0
New Zealand,Camden Park (NSW),17.0
New Zealand,Camden South,52.0
New Zealand,Cammeray,187.0
New Zealand,Campbelltown (NSW),403.0
New Zealand,Camperdown (NSW),270.0
New Zealand,Campsie,219.0
New Zealand,Canada Bay,22.0
New Zealand,Canley Heights,232.0
New Zealand,Canley Vale,110.0
New Zealand,Canoelands,3.0
New Zealand,Canterbury (NSW),102.0
New Zealand,Canton Beach,17.0
New Zealand,Caringbah,253.0
New Zealand,Caringbah South,134.0
New Zealand,Carlingford,304.0
New Zealand,Carlton (NSW),208.0
New Zealand,Carnes Hill,20.0
New Zealand,Carramar (NSW),91.0
New Zealand,Carss Park,15.0
New Zealand,Cartwright,66.0
New Zealand,Castle Cove,46.0
New Zealand,Castle Hill (NSW),618.0
New Zealand,Castlecrag,57.0
New Zealand,Castlereagh,6.0
New Zealand,Casula,289.0
New Zealand,Catherine Field,15.0
New Zealand,Cattai,10.0
New Zealand,Cawdor (NSW),8.0
New Zealand,Cecil Hills,71.0
New Zealand,Cecil Park,3.0
New Zealand,Cedar Brush Creek,0.0
New Zealand,Centennial Park (NSW),67.0
New Zealand,Central Colo,6.0
New Zealand,Central Macdonald,0.0
New Zealand,Central Mangrove,3.0
New Zealand,Chain Valley Bay,35.0
New Zealand,Charmhaven,35.0
New Zealand,Chatswood,358.0
New Zealand,Chatswood West,31.0
New Zealand,Cheero Point,4.0
New Zealand,Cheltenham (NSW),26.0
New Zealand,Cherrybrook,258.0
New Zealand,Chester Hill,223.0
New Zealand,Chifley (NSW),77.0
New Zealand,Chippendale,124.0
New Zealand,Chipping Norton,127.0
New Zealand,Chiswick,39.0
New Zealand,Chittaway Bay,26.0
New Zealand,Chittaway Point,23.0
New Zealand,Church Point,15.0
New Zealand,Claremont Meadows,76.0
New Zealand,Clarendon (NSW),5.0
New Zealand,Clareville,16.0
New Zealand,Claymore,137.0
New Zealand,Clemton Park,27.0
New Zealand,Clontarf (NSW),33.0
New Zealand,Clovelly,119.0
New Zealand,Clyde (NSW),0.0
New Zealand,Coasters Retreat,0.0
New Zealand,Cobbitty,19.0
New Zealand,Cogra Bay,0.0
New Zealand,Colebee,30.0
New Zealand,Collaroy (NSW),161.0
New Zealand,Collaroy Plateau,87.0
New Zealand,Colo (Hawkesbury - NSW),0.0
New Zealand,Colo Heights,4.0
New Zealand,Colyton,250.0
New Zealand,Como (NSW),48.0
New Zealand,Concord,164.0
New Zealand,Concord West,75.0
New Zealand,Condell Park,144.0
New Zealand,Connells Point,37.0
New Zealand,Constitution Hill,73.0
New Zealand,Coogee (NSW),414.0
New Zealand,Copacabana,43.0
New Zealand,Cornwallis,0.0
New Zealand,Cottage Point,0.0
New Zealand,Couridjah,0.0
New Zealand,Cowan,4.0
New Zealand,Cranebrook,260.0
New Zealand,Cremorne (NSW),348.0
New Zealand,Cremorne Point,68.0
New Zealand,Cromer (NSW),147.0
New Zealand,Cronulla,334.0
New Zealand,Crows Nest (NSW),160.0
New Zealand,Croydon (NSW),139.0
New Zealand,Croydon Park (NSW),182.0
New Zealand,Cumberland Reach,3.0
New Zealand,Curl Curl,46.0
New Zealand,Currans Hill,75.0
New Zealand,Daceyville,16.0
New Zealand,Daleys Point,18.0
New Zealand,Dangar Island,14.0
New Zealand,Darling Point,144.0
New Zealand,Darlinghurst,429.0
New Zealand,Darlington (Sydney - NSW),70.0
New Zealand,Davidson,68.0
New Zealand,Davistown,35.0
New Zealand,Dawes Point,13.0
New Zealand,Dean Park,55.0
New Zealand,Dee Why,600.0
New Zealand,Denham Court,53.0
New Zealand,Denistone,46.0
New Zealand,Denistone East,10.0
New Zealand,Denistone West,14.0
New Zealand,Dharruk,111.0
New Zealand,Dolans Bay,7.0
New Zealand,Dolls Point,34.0
New Zealand,Doonside,393.0
New Zealand,Dooralong,4.0
New Zealand,Double Bay,168.0
New Zealand,Douglas Park,9.0
New Zealand,Dover Heights,46.0
New Zealand,Doyalson,6.0
New Zealand,Doyalson North,7.0
New Zealand,Drummoyne,270.0
New Zealand,Duffys Forest,8.0
New Zealand,Dulwich Hill,297.0
New Zealand,Dundas (NSW),91.0
New Zealand,Dundas Valley,67.0
New Zealand,Dural (Hornsby - NSW),104.0
New Zealand,Durren Durren,5.0
New Zealand,Eagle Vale,150.0
New Zealand,Earlwood,224.0
New Zealand,East Gosford,71.0
New Zealand,East Hills,46.0
New Zealand,East Killara,68.0
New Zealand,East Kurrajong,25.0
New Zealand,East Lindfield,61.0
New Zealand,East Ryde,27.0
New Zealand,Eastern Creek,38.0
New Zealand,Eastgardens,10.0
New Zealand,Eastlakes,95.0
New Zealand,Eastwood (NSW),157.0
New Zealand,Ebenezer (NSW),9.0
New Zealand,Edensor Park,120.0
New Zealand,Edgecliff,63.0
New Zealand,Edmondson Park,56.0
New Zealand,Elanora Heights,94.0
New Zealand,Elderslie (Camden - NSW),76.0
New Zealand,Elizabeth Bay,204.0
New Zealand,Elizabeth Hills,32.0
New Zealand,Ellis Lane,5.0
New Zealand,Elvina Bay,4.0
New Zealand,Emerton,146.0
New Zealand,Empire Bay,26.0
New Zealand,Emu Heights (NSW),30.0
New Zealand,Emu Plains,115.0
New Zealand,Enfield (NSW),30.0
New Zealand,Engadine,221.0
New Zealand,Englorie Park,5.0
New Zealand,Enmore (Inner West - NSW),95.0
New Zealand,Epping (NSW),249.0
New Zealand,Erina,68.0
New Zealand,Erina Heights,6.0
New Zealand,Ermington,158.0
New Zealand,Erskine Park,107.0
New Zealand,Erskineville,257.0
New Zealand,Eschol Park,42.0
New Zealand,Ettalong Beach,107.0
New Zealand,Eveleigh,29.0
New Zealand,Fairfield (NSW),274.0
New Zealand,Fairfield East,66.0
New Zealand,Fairfield Heights,89.0
New Zealand,Fairfield West,164.0
New Zealand,Fairlight,164.0
New Zealand,Faulconbridge,49.0
New Zealand,Fernances,0.0
New Zealand,Fiddletown,0.0
New Zealand,Five Dock,184.0
New Zealand,Forest Glen (NSW),0.0
New Zealand,Forest Lodge,121.0
New Zealand,Forestville (NSW),169.0
New Zealand,Forresters Beach,46.0
New Zealand,Fountaindale,9.0
New Zealand,Freemans Reach,19.0
New Zealand,Frenchs Forest,296.0
New Zealand,Freshwater (NSW),237.0
New Zealand,Galston,51.0
New Zealand,Georges Hall,100.0
New Zealand,Gilead,3.0
New Zealand,Girraween (NSW),74.0
New Zealand,Gladesville,206.0
New Zealand,Glebe (NSW),316.0
New Zealand,Gledswood Hills,0.0
New Zealand,Glen Alpine,61.0
New Zealand,Glenbrook,40.0
New Zealand,Glendenning,101.0
New Zealand,Glenfield (NSW),214.0
New Zealand,Glenhaven,107.0
New Zealand,Glenmore (NSW),6.0
New Zealand,Glenmore Park,305.0
New Zealand,Glenning Valley,25.0
New Zealand,Glenorie,56.0
New Zealand,Glenwood (NSW),291.0
New Zealand,Glenworth Valley,0.0
New Zealand,Glossodia,40.0
New Zealand,Gordon (NSW),111.0
New Zealand,Gorokan,159.0
New Zealand,Gosford,69.0
New Zealand,Granville (NSW),189.0
New Zealand,Grasmere,21.0
New Zealand,Grays Point,34.0
New Zealand,Great Mackerel Beach,0.0
New Zealand,Green Point (Central Coast - NSW),88.0
New Zealand,Green Point (Gosford - NSW),0.0
New Zealand,Green Valley (NSW),230.0
New Zealand,Greenacre,225.0
New Zealand,Greendale (Liverpool - NSW),3.0
New Zealand,Greenfield Park,75.0
New Zealand,Greengrove,5.0
New Zealand,Greenhills Beach,7.0
New Zealand,Greenwich,145.0
New Zealand,Gregory Hills,86.0
New Zealand,Greystanes,328.0
New Zealand,Grose Vale,11.0
New Zealand,Grose Wold,3.0
New Zealand,Guildford (NSW),308.0
New Zealand,Guildford West,120.0
New Zealand,Gunderman,10.0
New Zealand,Gwandalan,42.0
New Zealand,Gymea,123.0
New Zealand,Gymea Bay,78.0
New Zealand,Haberfield,92.0
New Zealand,Halekulani,36.0
New Zealand,Halloran,0.0
New Zealand,Hamlyn Terrace,100.0
New Zealand,Hammondville,73.0
New Zealand,Hardys Bay,4.0
New Zealand,Harrington Park,144.0
New Zealand,Harris Park,47.0
New Zealand,Hassall Grove,128.0
New Zealand,Hawkesbury Heights,7.0
New Zealand,Haymarket,36.0
New Zealand,Hazelbrook,64.0
New Zealand,Heathcote (NSW),67.0
New Zealand,Hebersham,240.0
New Zealand,Heckenberg,66.0
New Zealand,Henley,3.0
New Zealand,Higher Macdonald,0.0
New Zealand,Hillsdale,107.0
New Zealand,Hinchinbrook (NSW),236.0
New Zealand,Hobartville (NSW),46.0
New Zealand,Holgate,18.0
New Zealand,Holroyd,17.0
New Zealand,Holsworthy,119.0
New Zealand,Homebush (NSW),71.0
New Zealand,Homebush West,94.0
New Zealand,Horningsea Park,72.0
New Zealand,Hornsby,310.0
New Zealand,Hornsby Heights,100.0
New Zealand,Horsfield Bay,10.0
New Zealand,Horsley Park,7.0
New Zealand,Hoxton Park,98.0
New Zealand,Hunters Hill,132.0
New Zealand,Huntleys Cove,14.0
New Zealand,Huntleys Point,0.0
New Zealand,Hurlstone Park,73.0
New Zealand,Hurstville,360.0
New Zealand,Hurstville Grove,45.0
New Zealand,Illawong,97.0
New Zealand,Ingleburn,469.0
New Zealand,Ingleside,17.0
New Zealand,Jamisontown,96.0
New Zealand,Jannali,83.0
New Zealand,Jilliby,21.0
New Zealand,Jordan Springs,121.0
New Zealand,Kangaroo Point (NSW),4.0
New Zealand,Kangy Angy,3.0
New Zealand,Kanwal,46.0
New Zealand,Kareela,44.0
New Zealand,Kariong,149.0
New Zealand,Katoomba,159.0
New Zealand,Kearns,52.0
New Zealand,Kellyville,385.0
New Zealand,Kellyville Ridge,156.0
New Zealand,Kemps Creek,8.0
New Zealand,Kensington (NSW),226.0
New Zealand,Kenthurst,70.0
New Zealand,Kentlyn,7.0
New Zealand,Kiar,0.0
New Zealand,Killara (NSW),196.0
New Zealand,Killarney Heights,96.0
New Zealand,Killarney Vale,105.0
New Zealand,Killcare,15.0
New Zealand,Killcare Heights,10.0
New Zealand,Kincumber,100.0
New Zealand,Kincumber South,15.0
New Zealand,Kingfisher Shores,7.0
New Zealand,Kings Langley,150.0
New Zealand,Kings Park (NSW),66.0
New Zealand,Kingsford (NSW),184.0
New Zealand,Kingsgrove,205.0
New Zealand,Kingswood (Penrith - NSW),192.0
New Zealand,Kirkham,6.0
New Zealand,Kirrawee,162.0
New Zealand,Kirribilli,133.0
New Zealand,Kogarah,179.0
New Zealand,Kogarah Bay,21.0
New Zealand,Koolewong,14.0
New Zealand,Ku-Ring-Gai Chase,0.0
New Zealand,Kulnura,20.0
New Zealand,Kurmond,8.0
New Zealand,Kurnell,50.0
New Zealand,Kurraba Point,44.0
New Zealand,Kurrajong,29.0
New Zealand,Kurrajong Heights,12.0
New Zealand,Kurrajong Hills,9.0
New Zealand,Kyeemagh,18.0
New Zealand,Kyle Bay,15.0
New Zealand,La Perouse,6.0
New Zealand,Lake Haven,83.0
New Zealand,Lake Munmorah,73.0
New Zealand,Lakemba,145.0
New Zealand,Lakesland,0.0
New Zealand,Lalor Park,202.0
New Zealand,Lane Cove,238.0
New Zealand,Lane Cove North,207.0
New Zealand,Lane Cove West,43.0
New Zealand,Lansdowne (Canterbury-Bankstown - NSW),0.0
New Zealand,Lansvale,51.0
New Zealand,Lapstone,7.0
New Zealand,Laughtondale,4.0
New Zealand,Lavender Bay,21.0
New Zealand,Lawson (NSW),48.0
New Zealand,Leets Vale,0.0
New Zealand,Leichhardt (NSW),375.0
New Zealand,Lemon Tree,0.0
New Zealand,Leonay,18.0
New Zealand,Leppington,35.0
New Zealand,Lethbridge Park,253.0
New Zealand,Leumeah,310.0
New Zealand,Leura,89.0
New Zealand,Lewisham (NSW),49.0
New Zealand,Liberty Grove,26.0
New Zealand,Lidcombe,176.0
New Zealand,Lilli Pilli (Sutherland Shire - NSW),13.0
New Zealand,Lilyfield,216.0
New Zealand,Linden (NSW),9.0
New Zealand,Lindfield,166.0
New Zealand,Linley Point,7.0
New Zealand,Lisarow,74.0
New Zealand,Little Bay,76.0
New Zealand,Little Jilliby,3.0
New Zealand,Little Wobby,0.0
New Zealand,Liverpool,358.0
New Zealand,Llandilo,7.0
New Zealand,Loftus,49.0
New Zealand,Londonderry (NSW),54.0
New Zealand,Long Jetty,103.0
New Zealand,Long Point (Campbelltown - NSW),0.0
New Zealand,Longueville,41.0
New Zealand,Lovett Bay,4.0
New Zealand,Lower Macdonald,9.0
New Zealand,Lower Mangrove,0.0
New Zealand,Lower Portland,8.0
New Zealand,Luddenham,15.0
New Zealand,Lugarno,52.0
New Zealand,Lurnea,174.0
New Zealand,Macmasters Beach,18.0
New Zealand,Macquarie Fields,407.0
New Zealand,Macquarie Links,7.0
New Zealand,Macquarie Park,95.0
New Zealand,Magenta (NSW),9.0
New Zealand,Maianbar,16.0
New Zealand,Malabar,83.0
New Zealand,Maldon (NSW),0.0
New Zealand,Mangrove Creek,0.0
New Zealand,Mangrove Mountain,5.0
New Zealand,Manly (NSW),569.0
New Zealand,Manly Vale,136.0
New Zealand,Mannering Park,52.0
New Zealand,Maraylya,18.0
New Zealand,Marayong,157.0
New Zealand,Mardi,68.0
New Zealand,Marlow,0.0
New Zealand,Maroota,14.0
New Zealand,Maroubra,530.0
New Zealand,Marrickville,553.0
New Zealand,Marsden Park,22.0
New Zealand,Marsfield,114.0
New Zealand,Mascot,271.0
New Zealand,Matcham,8.0
New Zealand,Matraville,211.0
New Zealand,Mays Hill,27.0
New Zealand,McGraths Hill,33.0
New Zealand,McMahons Point,67.0
New Zealand,Meadowbank (NSW),67.0
New Zealand,Medlow Bath,12.0
New Zealand,Megalong Valley,0.0
New Zealand,Mellong,0.0
New Zealand,Melrose Park (NSW),16.0
New Zealand,Menai,118.0
New Zealand,Menangle,8.0
New Zealand,Menangle Park,0.0
New Zealand,Merrylands,467.0
New Zealand,Merrylands West,112.0
New Zealand,Middle Cove,26.0
New Zealand,Middle Dural,8.0
New Zealand,Middleton Grange,64.0
New Zealand,Miller,67.0
New Zealand,Millers Point,39.0
New Zealand,Milperra,29.0
New Zealand,Milsons Passage,0.0
New Zealand,Milsons Point,68.0
New Zealand,Minchinbury,163.0
New Zealand,Minto,506.0
New Zealand,Minto Heights,0.0
New Zealand,Miranda (NSW),354.0
New Zealand,Mona Vale,231.0
New Zealand,Monterey,75.0
New Zealand,Mooney Mooney,5.0
New Zealand,Mooney Mooney Creek,0.0
New Zealand,Moore Park,0.0
New Zealand,Moorebank,172.0
New Zealand,Morning Bay,0.0
New Zealand,Mortdale,214.0
New Zealand,Mortlake (NSW),20.0
New Zealand,Mosman,800.0
New Zealand,Mount Annan,156.0
New Zealand,Mount Colah,130.0
New Zealand,Mount Druitt,340.0
New Zealand,Mount Elliot (NSW),0.0
New Zealand,Mount Hunter,8.0
New Zealand,Mount Irvine,0.0
New Zealand,Mount Kuring-Gai,36.0
New Zealand,Mount Lewis,8.0
New Zealand,Mount Pritchard,241.0
New Zealand,Mount Riverview,29.0
New Zealand,Mount Tomah,0.0
New Zealand,Mount Vernon,0.0
New Zealand,Mount Victoria,16.0
New Zealand,Mount White,3.0
New Zealand,Mount Wilson,0.0
New Zealand,Mountain Lagoon,3.0
New Zealand,Mowbray Park,0.0
New Zealand,Mulgoa,10.0
New Zealand,Mulgrave (NSW),0.0
New Zealand,Narara,137.0
New Zealand,Narellan,32.0
New Zealand,Narellan Vale,122.0
New Zealand,Naremburn,151.0
New Zealand,Narrabeen,192.0
New Zealand,Narraweena,166.0
New Zealand,Narwee,110.0
New Zealand,Nattai,0.0
New Zealand,Nelson (The Hills Shire - NSW),0.0
New Zealand,Neutral Bay,317.0
New Zealand,Newington (NSW),94.0
New Zealand,Newport (NSW),192.0
New Zealand,Newtown (NSW),435.0
New Zealand,Niagara Park,48.0
New Zealand,Norah Head,4.0
New Zealand,Noraville,32.0
New Zealand,Normanhurst,82.0
New Zealand,North Avoca,31.0
New Zealand,North Balgowlah,68.0
New Zealand,North Bondi,227.0
New Zealand,North Curl Curl,88.0
New Zealand,North Epping,74.0
New Zealand,North Gosford,92.0
New Zealand,North Manly,111.0
New Zealand,North Narrabeen,100.0
New Zealand,North Parramatta,247.0
New Zealand,North Richmond,57.0
New Zealand,North Rocks,96.0
New Zealand,North Ryde,148.0
New Zealand,North St Marys,138.0
New Zealand,North Strathfield,51.0
New Zealand,North Sydney,242.0
New Zealand,North Turramurra,75.0
New Zealand,North Wahroonga,25.0
New Zealand,North Willoughby,98.0
New Zealand,Northbridge (NSW),116.0
New Zealand,Northmead,181.0
New Zealand,Northwood (NSW),13.0
New Zealand,Oakdale (NSW),19.0
New Zealand,Oakhurst (NSW),184.0
New Zealand,Oakville,30.0
New Zealand,Oatlands (NSW),87.0
New Zealand,Oatley,105.0
New Zealand,Old Guildford,35.0
New Zealand,Old Toongabbie,60.0
New Zealand,Oran Park,85.0
New Zealand,Orangeville,9.0
New Zealand,Orchard Hills,11.0
New Zealand,Ourimbah,76.0
New Zealand,Oxford Falls,0.0
New Zealand,Oxley Park,87.0
New Zealand,Oyster Bay,75.0
New Zealand,Paddington (NSW),459.0
New Zealand,Padstow,226.0
New Zealand,Padstow Heights,49.0
New Zealand,Pagewood,66.0
New Zealand,Palm Beach (NSW),46.0
New Zealand,Palm Grove (NSW),0.0
New Zealand,Palmdale (NSW),9.0
New Zealand,Panania,166.0
New Zealand,Parklea,74.0
New Zealand,Parramatta,324.0
New Zealand,Patonga,4.0
New Zealand,Peakhurst,198.0
New Zealand,Peakhurst Heights,22.0
New Zealand,Pearl Beach,21.0
New Zealand,Peats Ridge,0.0
New Zealand,Pemulwuy,58.0
New Zealand,Pendle Hill,109.0
New Zealand,Pennant Hills,103.0
New Zealand,Penrith,251.0
New Zealand,Penshurst (NSW),168.0
New Zealand,Petersham,199.0
New Zealand,Pheasants Nest,12.0
New Zealand,Phegans Bay,7.0
New Zealand,Phillip Bay,10.0
New Zealand,Picketts Valley,0.0
New Zealand,Picnic Point,67.0
New Zealand,Picton (NSW),54.0
New Zealand,Pitt Town,23.0
New Zealand,Pitt Town Bottoms,3.0
New Zealand,Pleasure Point,0.0
New Zealand,Plumpton (NSW),208.0
New Zealand,Point Clare,81.0
New Zealand,Point Frederick,45.0
New Zealand,Point Piper,35.0
New Zealand,Port Hacking,7.0
New Zealand,Potts Hill,6.0
New Zealand,Potts Point,332.0
New Zealand,Prairiewood,20.0
New Zealand,Prestons,247.0
New Zealand,Pretty Beach (Central Coast - NSW),3.0
New Zealand,Prospect (NSW),67.0
New Zealand,Punchbowl (Canterbury-Bankstown - NSW),241.0
New Zealand,Putney,41.0
New Zealand,Putty,0.0
New Zealand,Pymble,231.0
New Zealand,Pyrmont,310.0
New Zealand,Quakers Hill,506.0
New Zealand,Queens Park (NSW),80.0
New Zealand,Queenscliff (NSW),133.0
New Zealand,Raby,104.0
New Zealand,Ramsgate,18.0
New Zealand,Ramsgate Beach,19.0
New Zealand,Randwick,693.0
New Zealand,Ravensdale,3.0
New Zealand,Razorback,9.0
New Zealand,Redfern,431.0
New Zealand,Regents Park (NSW),90.0
New Zealand,Regentville,9.0
New Zealand,Revesby,283.0
New Zealand,Revesby Heights,19.0
New Zealand,Rhodes,104.0
New Zealand,Richmond (NSW),81.0
New Zealand,Richmond Lowlands,0.0
New Zealand,Riverstone,106.0
New Zealand,Riverview (NSW),81.0
New Zealand,Riverwood,263.0
New Zealand,Rockdale,199.0
New Zealand,Rocky Point (NSW),9.0
New Zealand,Rodd Point,16.0
New Zealand,Rooty Hill,359.0
New Zealand,Ropes Crossing,217.0
New Zealand,Rose Bay (NSW),234.0
New Zealand,Rosebery (NSW),211.0
New Zealand,Rosehill (NSW),66.0
New Zealand,Roselands,156.0
New Zealand,Rosemeadow,169.0
New Zealand,Roseville,191.0
New Zealand,Roseville Chase,25.0
New Zealand,Rossmore (NSW),20.0
New Zealand,Rouse Hill,140.0
New Zealand,Royal National Park,0.0
New Zealand,Rozelle,263.0
New Zealand,Ruse,137.0
New Zealand,Rushcutters Bay,94.0
New Zealand,Russell Lea,93.0
New Zealand,Rydalmere,82.0
New Zealand,Ryde,389.0
New Zealand,Sackville,4.0
New Zealand,Sackville North,0.0
New Zealand,Sadleir,59.0
New Zealand,San Remo (NSW),80.0
New Zealand,Sandringham (NSW),5.0
New Zealand,Sandy Point (NSW),7.0
New Zealand,Sans Souci,158.0
New Zealand,Saratoga,64.0
New Zealand,Scheyville,0.0
New Zealand,Schofields,68.0
New Zealand,Scotland Island,20.0
New Zealand,Seaforth (NSW),162.0
New Zealand,Sefton,72.0
New Zealand,Seven Hills (NSW),473.0
New Zealand,Shalvey,181.0
New Zealand,Shanes Park,7.0
New Zealand,Shelly Beach (NSW),19.0
New Zealand,Silverdale (NSW),28.0
New Zealand,Silverwater (Parramatta - NSW),87.0
New Zealand,Singletons Mill,0.0
New Zealand,Smeaton Grange,0.0
New Zealand,Smithfield (NSW),158.0
New Zealand,Somersby,14.0
New Zealand,South Coogee,73.0
New Zealand,South Granville,36.0
New Zealand,South Hurstville,80.0
New Zealand,South Maroota,4.0
New Zealand,South Penrith,178.0
New Zealand,South Turramurra,71.0
New Zealand,South Wentworthville,117.0
New Zealand,South Windsor,88.0
New Zealand,Spencer,6.0
New Zealand,Spring Farm (NSW),77.0
New Zealand,Springfield (Central Coast - NSW),66.0
New Zealand,Springwood (NSW),117.0
New Zealand,St Albans (NSW),3.0
New Zealand,St Andrews (NSW),129.0
New Zealand,St Clair (Penrith - NSW),529.0
New Zealand,St Helens Park,172.0
New Zealand,St Huberts Island,18.0
New Zealand,St Ives (NSW),349.0
New Zealand,St Ives Chase,59.0
New Zealand,St Johns Park,92.0
New Zealand,St Leonards (NSW),140.0
New Zealand,St Marys (NSW),502.0
New Zealand,St Peters (NSW),74.0
New Zealand,Stanhope Gardens,170.0
New Zealand,Stanmore (NSW),186.0
New Zealand,Strathfield (NSW),167.0
New Zealand,Strathfield South,26.0
New Zealand,Summer Hill (Inner West - NSW),162.0
New Zealand,Summerland Point,28.0
New Zealand,Sun Valley (NSW),3.0
New Zealand,Surry Hills,521.0
New Zealand,Sutherland (NSW),223.0
New Zealand,Sydenham (NSW),26.0
New Zealand,Sydney,206.0
New Zealand,Sydney Olympic Park,25.0
New Zealand,Sylvania,148.0
New Zealand,Sylvania Waters,44.0
New Zealand,Tacoma,9.0
New Zealand,Tacoma South,0.0
New Zealand,Tahmoor,51.0
New Zealand,Tamarama,46.0
New Zealand,Taren Point,27.0
New Zealand,Tascott,33.0
New Zealand,Telopea,69.0
New Zealand,Tempe,90.0
New Zealand,Tennyson (NSW),5.0
New Zealand,Tennyson Point,17.0
New Zealand,Terrey Hills,59.0
New Zealand,Terrigal,203.0
New Zealand,The Entrance,62.0
New Zealand,The Entrance North,15.0
New Zealand,The Oaks,21.0
New Zealand,The Ponds,184.0
New Zealand,The Rocks (Sydney - NSW),9.0
New Zealand,The Slopes,4.0
New Zealand,Theresa Park,3.0
New Zealand,Thirlmere,41.0
New Zealand,Thornleigh,130.0
New Zealand,Toongabbie (NSW),245.0
New Zealand,Toowoon Bay,7.0
New Zealand,Toukley,74.0
New Zealand,Tregear,169.0
New Zealand,Tuggerah,13.0
New Zealand,Tuggerawong,25.0
New Zealand,Tumbi Umbi,75.0
New Zealand,Turramurra,226.0
New Zealand,Turrella,33.0
New Zealand,Ultimo,108.0
New Zealand,Umina Beach,304.0
New Zealand,Upper Colo,0.0
New Zealand,Upper Macdonald,0.0
New Zealand,Valley Heights,7.0
New Zealand,Varroville,0.0
New Zealand,Vaucluse,169.0
New Zealand,Villawood,149.0
New Zealand,Vineyard,11.0
New Zealand,Voyager Point,14.0
New Zealand,Wadalba,54.0
New Zealand,Wagstaffe,3.0
New Zealand,Wahroonga,322.0
New Zealand,Waitara,63.0
New Zealand,Wakeley,42.0
New Zealand,Wallacia,20.0
New Zealand,Wallarah,5.0
New Zealand,Wamberal,102.0
New Zealand,Wareemba,20.0
New Zealand,Warnervale,21.0
New Zealand,Warragamba,23.0
New Zealand,Warrawee,56.0
New Zealand,Warriewood,155.0
New Zealand,Warrimoo,29.0
New Zealand,Warwick Farm,131.0
New Zealand,Watanobbi,73.0
New Zealand,Waterfall,3.0
New Zealand,Waterloo (NSW),374.0
New Zealand,Watsons Bay,17.0
New Zealand,Wattle Grove (NSW),117.0
New Zealand,Waverley (NSW),118.0
New Zealand,Waverton,92.0
New Zealand,Webbs Creek,0.0
New Zealand,Wedderburn (NSW),7.0
New Zealand,Wendoree Park,0.0
New Zealand,Wentworth Falls,100.0
New Zealand,Wentworth Point,121.0
New Zealand,Wentworthville,167.0
New Zealand,Werombi,12.0
New Zealand,Werrington,104.0
New Zealand,Werrington County,75.0
New Zealand,Werrington Downs,58.0
New Zealand,West Gosford,26.0
New Zealand,West Hoxton,163.0
New Zealand,West Pennant Hills,246.0
New Zealand,West Pymble,107.0
New Zealand,West Ryde,173.0
New Zealand,Westleigh,67.0
New Zealand,Westmead,182.0
New Zealand,Wetherill Park,67.0
New Zealand,Whalan,238.0
New Zealand,Whale Beach,8.0
New Zealand,Wheeler Heights,73.0
New Zealand,Wheeny Creek,0.0
New Zealand,Wilberforce (NSW),32.0
New Zealand,Wiley Park,120.0
New Zealand,Willmot,94.0
New Zealand,Willoughby (NSW),145.0
New Zealand,Willoughby East,41.0
New Zealand,Wilton (NSW),21.0
New Zealand,Windsor (NSW),26.0
New Zealand,Windsor Downs,11.0
New Zealand,Winmalee,69.0
New Zealand,Winston Hills,197.0
New Zealand,Wisemans Ferry,0.0
New Zealand,Wolli Creek,89.0
New Zealand,Wollstonecraft,219.0
New Zealand,Wondabyne,0.0
New Zealand,Woodbine (NSW),55.0
New Zealand,Woodcroft (NSW),82.0
New Zealand,Woodford (NSW),28.0
New Zealand,Woodpark,29.0
New Zealand,Woollahra,215.0
New Zealand,Woolloomooloo,136.0
New Zealand,Woolooware,60.0
New Zealand,Woolwich,18.0
New Zealand,Woongarrah,70.0
New Zealand,Woronora,52.0
New Zealand,Woronora Heights,35.0
New Zealand,Woy Woy,178.0
New Zealand,Woy Woy Bay,5.0
New Zealand,Wrights Creek (NSW),0.0
New Zealand,Wyoming,230.0
New Zealand,Wyong,99.0
New Zealand,Wyong Creek,7.0
New Zealand,Wyongah,33.0
New Zealand,Yagoona,222.0
New Zealand,Yanderra,11.0
New Zealand,Yarramalong,5.0
New Zealand,Yarramundi,3.0
New Zealand,Yarrawarrah,24.0
New Zealand,Yattalunga (NSW),8.0
New Zealand,Yellow Rock (Blue Mountains - NSW),12.0
New Zealand,Yennora,12.0
New Zealand,Yerranderie,0.0
New Zealand,Yowie Bay,24.0
New Zealand,Zetland,188.0
Others,Abbotsbury,1354.0
